epoch,train_srcc,test_srcc,best_srcc,rl2
628,0.9656,0.7266,0.8398,0.6475
629,0.9659,0.7281,0.8398,0.6279
630,0.9646,0.7014,0.8398,0.6317
631,0.9662,0.7321,0.8398,0.6423
632,0.9663,0.7244,0.8398,0.6103
633,0.9626,0.7343,0.8398,0.6188
634,0.9678,0.7031,0.8398,0.6001
635,0.9633,0.7131,0.8398,0.6346
636,0.9644,0.7015,0.8398,0.6073
637,0.9628,0.7327,0.8398,0.6362
638,0.9693,0.7271,0.8398,0.6356
639,0.9637,0.7513,0.8398,0.6313
640,0.9599,0.7356,0.8398,0.6191
641,0.9671,0.7356,0.8398,0.6504
642,0.9619,0.7169,0.8398,0.6115
643,0.9656,0.7125,0.8398,0.6151
644,0.9695,0.7365,0.8398,0.6535
645,0.9626,0.7045,0.8398,0.6265
646,0.9650,0.7285,0.8398,0.6372
647,0.9649,0.7334,0.8398,0.6431
648,0.9661,0.7361,0.8398,0.6188
649,0.9601,0.7253,0.8398,0.6260
650,0.9693,0.7452,0.8398,0.6774
651,0.9662,0.7500,0.8398,0.6389
652,0.9611,0.7356,0.8398,0.6558
653,0.9631,0.7165,0.8398,0.6187
654,0.9632,0.7328,0.8398,0.6122
655,0.9661,0.7206,0.8398,0.6261
656,0.9639,0.7202,0.8398,0.6257
657,0.9688,0.7176,0.8398,0.6484
658,0.9669,0.7373,0.8398,0.6473
659,0.9653,0.7298,0.8398,0.6121
660,0.9667,0.7388,0.8398,0.6162
661,0.9657,0.7352,0.8398,0.6618
662,0.9625,0.7007,0.8398,0.6111
663,0.9626,0.7087,0.8398,0.6321
664,0.9665,0.7221,0.8398,0.6173
665,0.9633,0.7098,0.8398,0.6402
666,0.9625,0.7212,0.8398,0.6553
667,0.9683,0.7197,0.8398,0.6240
668,0.9641,0.7385,0.8398,0.6397
669,0.9658,0.7399,0.8398,0.6334
670,0.9697,0.6897,0.8398,0.6090
671,0.9673,0.7209,0.8398,0.6283
672,0.9670,0.7187,0.8398,0.6332
673,0.9592,0.7306,0.8398,0.6134
674,0.9726,0.7405,0.8398,0.6258
675,0.9660,0.6946,0.8398,0.6253
676,0.9699,0.7078,0.8398,0.6226
677,0.9658,0.6959,0.8398,0.6130
678,0.9674,0.7095,0.8398,0.6258
679,0.9604,0.7159,0.8398,0.6327
680,0.9646,0.7362,0.8398,0.6339
681,0.9663,0.7250,0.8398,0.6496
682,0.9713,0.7110,0.8398,0.6038
683,0.9713,0.7150,0.8398,0.6267
684,0.9674,0.7267,0.8398,0.6237
685,0.9664,0.7279,0.8398,0.6562
686,0.9634,0.7373,0.8398,0.6165
687,0.9576,0.7095,0.8398,0.6102
688,0.9593,0.7075,0.8398,0.6166
689,0.9642,0.7208,0.8398,0.6239
690,0.9612,0.7110,0.8398,0.6141
691,0.9645,0.7019,0.8398,0.6169
692,0.9639,0.7287,0.8398,0.6546
693,0.9646,0.7239,0.8398,0.6456
694,0.9644,0.7288,0.8398,0.6294
695,0.9662,0.7031,0.8398,0.6261
696,0.9631,0.7297,0.8398,0.6180
697,0.9628,0.7356,0.8398,0.6360
698,0.9661,0.7288,0.8398,0.6453
699,0.9649,0.7095,0.8398,0.6280
700,0.9623,0.7075,0.8398,0.6192
701,0.9646,0.7139,0.8398,0.6200
702,0.9607,0.7261,0.8398,0.6584
703,0.9626,0.7297,0.8398,0.6282
704,0.9628,0.6990,0.8398,0.6179
705,0.9691,0.7335,0.8398,0.6552
706,0.9647,0.6884,0.8398,0.6244
707,0.9660,0.7239,0.8398,0.6549
708,0.9627,0.7229,0.8398,0.6509
709,0.9648,0.7203,0.8398,0.5925
710,0.9670,0.7289,0.8398,0.6336
711,0.9623,0.7144,0.8398,0.6249
712,0.9666,0.7401,0.8398,0.6476
713,0.9636,0.7295,0.8398,0.6444
714,0.9700,0.7304,0.8398,0.6218
715,0.9706,0.7050,0.8398,0.6251
716,0.9612,0.7379,0.8398,0.6381
717,0.9664,0.7405,0.8398,0.6621
718,0.9650,0.7319,0.8398,0.6387
719,0.9638,0.7492,0.8398,0.6146
720,0.9675,0.7333,0.8398,0.6241
721,0.9656,0.7331,0.8398,0.6138
722,0.9633,0.6991,0.8398,0.6377
723,0.9626,0.7272,0.8398,0.6468
724,0.9623,0.7434,0.8398,0.6726
725,0.9667,0.7159,0.8398,0.6444
726,0.9635,0.7420,0.8398,0.6683
727,0.9669,0.7005,0.8398,0.6343
728,0.9638,0.7355,0.8398,0.6208
729,0.9681,0.7426,0.8398,0.6237
730,0.9646,0.7225,0.8398,0.6292
731,0.9669,0.7447,0.8398,0.6369
732,0.9621,0.7219,0.8398,0.6123
733,0.9675,0.7084,0.8398,0.6085
734,0.9662,0.7264,0.8398,0.6301
735,0.9627,0.7310,0.8398,0.6163
736,0.9642,0.7275,0.8398,0.6132
737,0.9696,0.7227,0.8398,0.6097
738,0.9647,0.7213,0.8398,0.6207
739,0.9651,0.7284,0.8398,0.6099
740,0.9652,0.7101,0.8398,0.6212
741,0.9589,0.7380,0.8398,0.6556
742,0.9676,0.7231,0.8398,0.6435
743,0.9638,0.7282,0.8398,0.6370
744,0.9687,0.7058,0.8398,0.6146
745,0.9648,0.7025,0.8398,0.6163
746,0.9603,0.7046,0.8398,0.6375
747,0.9623,0.7051,0.8398,0.6542
748,0.9656,0.7483,0.8398,0.6127
749,0.9674,0.7376,0.8398,0.6620
750,0.9591,0.7100,0.8398,0.6104
751,0.9653,0.7232,0.8398,0.6348
752,0.9600,0.7287,0.8398,0.6349
753,0.9648,0.6945,0.8398,0.6255
754,0.9647,0.7148,0.8398,0.6514
755,0.9667,0.7209,0.8398,0.6324
756,0.9651,0.7323,0.8398,0.6289
757,0.9651,0.7033,0.8398,0.6397
758,0.9690,0.7150,0.8398,0.6249
759,0.9662,0.7086,0.8398,0.6220
760,0.9673,0.7126,0.8398,0.6188
761,0.9589,0.7081,0.8398,0.6305
762,0.9637,0.7216,0.8398,0.6233
763,0.9657,0.7030,0.8398,0.6386
764,0.9675,0.7006,0.8398,0.6263
765,0.9698,0.7415,0.8398,0.6297
766,0.9647,0.7167,0.8398,0.6443
767,0.9655,0.7309,0.8398,0.6748
768,0.9653,0.7210,0.8398,0.6114
769,0.9578,0.7385,0.8398,0.6145
770,0.9683,0.7387,0.8398,0.6439
771,0.9665,0.7379,0.8398,0.6302
772,0.9651,0.7229,0.8398,0.6211
773,0.9657,0.7092,0.8398,0.6283
774,0.9650,0.7103,0.8398,0.6108
775,0.9605,0.7351,0.8398,0.6311
776,0.9613,0.7334,0.8398,0.6509
777,0.9604,0.7358,0.8398,0.6310
778,0.9645,0.7280,0.8398,0.6651
779,0.9662,0.7195,0.8398,0.6151
780,0.9644,0.7283,0.8398,0.6290
781,0.9631,0.7297,0.8398,0.6411
782,0.9645,0.7115,0.8398,0.6113
783,0.9657,0.7101,0.8398,0.6226
784,0.9649,0.7141,0.8398,0.6443
785,0.9615,0.7044,0.8398,0.6257
786,0.9698,0.7466,0.8398,0.6694
787,0.9675,0.7423,0.8398,0.6432
788,0.9660,0.7146,0.8398,0.6363
789,0.9646,0.7393,0.8398,0.6377
790,0.9614,0.7387,0.8398,0.6584
791,0.9635,0.7206,0.8398,0.6303
792,0.9665,0.6935,0.8398,0.6229
793,0.9567,0.7328,0.8398,0.6140
794,0.9682,0.7323,0.8398,0.6131
795,0.9655,0.7387,0.8398,0.6376
796,0.9667,0.7404,0.8398,0.6479
797,0.9648,0.7314,0.8398,0.6583
798,0.9681,0.7337,0.8398,0.6331
799,0.9680,0.6978,0.8398,0.6351
800,0.9662,0.7464,0.8398,0.6598
801,0.9611,0.7336,0.8398,0.6356
802,0.9636,0.7242,0.8398,0.6512
803,0.9636,0.7160,0.8398,0.6240
804,0.9657,0.7443,0.8398,0.6761
805,0.9667,0.7498,0.8398,0.6454
806,0.9656,0.7352,0.8398,0.6692
807,0.9598,0.7250,0.8398,0.6264
808,0.9611,0.7212,0.8398,0.6424
809,0.9659,0.7226,0.8398,0.6418
810,0.9641,0.7397,0.8398,0.6650
811,0.9665,0.7021,0.8398,0.6188
812,0.9681,0.7418,0.8398,0.6654
813,0.9635,0.7330,0.8398,0.6388
814,0.9644,0.7294,0.8398,0.6230
815,0.9655,0.7363,0.8398,0.6347
816,0.9663,0.7351,0.8398,0.6531
817,0.9644,0.7144,0.8398,0.6231
818,0.9618,0.7127,0.8398,0.6209
819,0.9658,0.7167,0.8398,0.6261
820,0.9671,0.6944,0.8398,0.6272
821,0.9659,0.7233,0.8398,0.6329
822,0.9668,0.7111,0.8398,0.6437
823,0.9691,0.7385,0.8398,0.6398
824,0.9627,0.7249,0.8398,0.6230
825,0.9652,0.7159,0.8398,0.6138
826,0.9619,0.7248,0.8398,0.6146
827,0.9609,0.7322,0.8398,0.6515
828,0.9656,0.7105,0.8398,0.6271
829,0.9657,0.7233,0.8398,0.6123
830,0.9651,0.7143,0.8398,0.6188
831,0.9649,0.7356,0.8398,0.6137
832,0.9605,0.7377,0.8398,0.6389
833,0.9668,0.7056,0.8398,0.6191
834,0.9646,0.7069,0.8398,0.6158
835,0.9606,0.7259,0.8398,0.6247
836,0.9628,0.7406,0.8398,0.6373
837,0.9677,0.7377,0.8398,0.6544
838,0.9648,0.7249,0.8398,0.6348
839,0.9638,0.7140,0.8398,0.6232
840,0.9648,0.7541,0.8398,0.6214
841,0.9650,0.7306,0.8398,0.6292
842,0.9620,0.7360,0.8398,0.6155
843,0.9598,0.7302,0.8398,0.6441
844,0.9641,0.7126,0.8398,0.6183
845,0.9694,0.7500,0.8398,0.6302
846,0.9658,0.7145,0.8398,0.6323
847,0.9662,0.7391,0.8398,0.6445
848,0.9695,0.7180,0.8398,0.6332
849,0.9637,0.7253,0.8398,0.6415
850,0.9635,0.7416,0.8398,0.6504
851,0.9622,0.7089,0.8398,0.6301
852,0.9666,0.7254,0.8398,0.6273
853,0.9647,0.7256,0.8398,0.6092
854,0.9648,0.7360,0.8398,0.6559
855,0.9613,0.7275,0.8398,0.6596
856,0.9568,0.7160,0.8398,0.6130
857,0.9633,0.7096,0.8398,0.6311
858,0.9632,0.7197,0.8398,0.6393
859,0.9644,0.7029,0.8398,0.6071
860,0.9670,0.7308,0.8398,0.6543
861,0.9639,0.7315,0.8398,0.6275
862,0.9648,0.7402,0.8398,0.6504
863,0.9680,0.7024,0.8398,0.6316
864,0.9639,0.7061,0.8398,0.6399
865,0.9690,0.7238,0.8398,0.6341
866,0.9657,0.7141,0.8398,0.6121
867,0.9654,0.7244,0.8398,0.6226
868,0.9678,0.7244,0.8398,0.6444
869,0.9684,0.7349,0.8398,0.6427
870,0.9638,0.7329,0.8398,0.6222
871,0.9621,0.7144,0.8398,0.6149
872,0.9640,0.7294,0.8398,0.6212
873,0.9621,0.7249,0.8398,0.6354
874,0.9656,0.7121,0.8398,0.6317
875,0.9681,0.7012,0.8398,0.6145
876,0.9622,0.7442,0.8398,0.6596
877,0.9631,0.7095,0.8398,0.6236
878,0.9653,0.7028,0.8398,0.6308
879,0.9632,0.7121,0.8398,0.6152
880,0.9620,0.7167,0.8398,0.6116
881,0.9667,0.7164,0.8398,0.6181
882,0.9598,0.7224,0.8398,0.6191
883,0.9595,0.7063,0.8398,0.6061
884,0.9646,0.7257,0.8398,0.6622
885,0.9653,0.7243,0.8398,0.6697
886,0.9662,0.6935,0.8398,0.6137
887,0.9655,0.7278,0.8398,0.6121
888,0.9626,0.7155,0.8398,0.6179
889,0.9646,0.7103,0.8398,0.6309
890,0.9660,0.7049,0.8398,0.6233
891,0.9645,0.7292,0.8398,0.6460
892,0.9685,0.7143,0.8398,0.6270
893,0.9646,0.7370,0.8398,0.6159
894,0.9622,0.7389,0.8398,0.6492
895,0.9646,0.7113,0.8398,0.6345
896,0.9622,0.7208,0.8398,0.6052
897,0.9657,0.7239,0.8398,0.6110
898,0.9644,0.7497,0.8398,0.6380
899,0.9687,0.7003,0.8398,0.6378
900,0.9669,0.7280,0.8398,0.6385
901,0.9609,0.7385,0.8398,0.6437
902,0.9650,0.7352,0.8398,0.6437
903,0.9655,0.7167,0.8398,0.6200
904,0.9629,0.7120,0.8398,0.6135
905,0.9647,0.7262,0.8398,0.6195
906,0.9675,0.7021,0.8398,0.6360
907,0.9699,0.7328,0.8398,0.6407
908,0.9636,0.7483,0.8398,0.6630
909,0.9611,0.7078,0.8398,0.6124
910,0.9704,0.7141,0.8398,0.6410
911,0.9680,0.7362,0.8398,0.6557
912,0.9637,0.7108,0.8398,0.6073
913,0.9646,0.7329,0.8398,0.6374
914,0.9652,0.7061,0.8398,0.6174
915,0.9567,0.7201,0.8398,0.6177
916,0.9622,0.7104,0.8398,0.6083
917,0.9677,0.7103,0.8398,0.6042
918,0.9681,0.7356,0.8398,0.6513
919,0.9621,0.7216,0.8398,0.6435
920,0.9633,0.7109,0.8398,0.6067
921,0.9636,0.7128,0.8398,0.6128
922,0.9614,0.7019,0.8398,0.6149
923,0.9654,0.6909,0.8398,0.6408
924,0.9691,0.7130,0.8398,0.6403
925,0.9679,0.7492,0.8398,0.6486
926,0.9656,0.7313,0.8398,0.6427
927,0.9687,0.7216,0.8398,0.6371
928,0.9640,0.6971,0.8398,0.6357
929,0.9647,0.7239,0.8398,0.6100
930,0.9637,0.7390,0.8398,0.6626
931,0.9682,0.7328,0.8398,0.6660
932,0.9658,0.7209,0.8398,0.6363
933,0.9627,0.7051,0.8398,0.6246
934,0.9677,0.7100,0.8398,0.6602
935,0.9664,0.7276,0.8398,0.6258
936,0.9660,0.7115,0.8398,0.6403
937,0.9613,0.7147,0.8398,0.6204
938,0.9587,0.7107,0.8398,0.6162
939,0.9643,0.7176,0.8398,0.6300
940,0.9663,0.7489,0.8398,0.6262
941,0.9660,0.7137,0.8398,0.6012
942,0.9634,0.7278,0.8398,0.6217
943,0.9695,0.7220,0.8398,0.6218
944,0.9662,0.7145,0.8398,0.6325
945,0.9645,0.7180,0.8398,0.6256
946,0.9643,0.7273,0.8398,0.6400
947,0.9626,0.7159,0.8398,0.5959
948,0.9693,0.7358,0.8398,0.6046
949,0.9652,0.7371,0.8398,0.6685
950,0.9632,0.7110,0.8398,0.6241
951,0.9681,0.7014,0.8398,0.6284
952,0.9682,0.7087,0.8398,0.6268
953,0.9622,0.7242,0.8398,0.6144
954,0.9663,0.7456,0.8398,0.6560
955,0.9623,0.7304,0.8398,0.6251
956,0.9635,0.7022,0.8398,0.6095
957,0.9627,0.7288,0.8398,0.6804
958,0.9630,0.7232,0.8398,0.6644
959,0.9651,0.7191,0.8398,0.6098
960,0.9621,0.7228,0.8398,0.6225
961,0.9604,0.7367,0.8398,0.6564
962,0.9570,0.7123,0.8398,0.6274
963,0.9640,0.7254,0.8398,0.6226
964,0.9639,0.7380,0.8398,0.6627
965,0.9670,0.7319,0.8398,0.6588
966,0.9616,0.7257,0.8398,0.6245
967,0.9652,0.7264,0.8398,0.6213
968,0.9642,0.7452,0.8398,0.6202
969,0.9653,0.7207,0.8398,0.6113
970,0.9638,0.7153,0.8398,0.6201
971,0.9645,0.7276,0.8398,0.6345
972,0.9667,0.7086,0.8398,0.6139
973,0.9655,0.7239,0.8398,0.6331
974,0.9613,0.7176,0.8398,0.6185
975,0.9652,0.7103,0.8398,0.6113
976,0.9621,0.7171,0.8398,0.5995
977,0.9624,0.7140,0.8398,0.6215
978,0.9683,0.7054,0.8398,0.6472
979,0.9661,0.7151,0.8398,0.6289
980,0.9627,0.7454,0.8398,0.6251
981,0.9636,0.7097,0.8398,0.6367
982,0.9652,0.7085,0.8398,0.6385
983,0.9671,0.7440,0.8398,0.6412
984,0.9625,0.7305,0.8398,0.6221
985,0.9671,0.7029,0.8398,0.6098
986,0.9659,0.7312,0.8398,0.6264
987,0.9678,0.7378,0.8398,0.6171
988,0.9646,0.6915,0.8398,0.6158
989,0.9679,0.7064,0.8398,0.6116
990,0.9675,0.7014,0.8398,0.6245
991,0.9649,0.7251,0.8398,0.6129
992,0.9669,0.6966,0.8398,0.6178
993,0.9682,0.7272,0.8398,0.6462
994,0.9654,0.7234,0.8398,0.6501
995,0.9641,0.7431,0.8398,0.6166
996,0.9668,0.7416,0.8398,0.6605
997,0.9615,0.7015,0.8398,0.6437
998,0.9657,0.7353,0.8398,0.6645
999,0.9667,0.7484,0.8398,0.6673
